linkedin_url,input_name,coresignal_id,linkedin_id_found,success
https://www.linkedin.com/company/omicron-electronics,OMICRON,,,false
https://www.linkedin.com/company/jtekt-european-operations,JTEKT EUROPE CHEVIGNY,,,false
https://www.linkedin.com/company/jimmyfairly-com,JIMMY FAIRLY LAB,,,false
https://www.linkedin.com/company/fimor-electronics,FIMOR ELECTRONICS,,,false
https://www.linkedin.com/company/altaroad,ALTAROAD,,,false
https://www.linkedin.com/company/rubixgroup,RUBIX,,,false
https://www.linkedin.com/company/maatel,MAATEL,,,false
https://www.linkedin.com/company/velvet-consulting,VELVET CONSULTING,,,false
https://www.linkedin.com/company/oceanscan-mst,"OceanScan - Marine Systems & Technology, Lda",,,false
https://www.linkedin.com/company/neuralcam,NEURAL CAM,,,false
https://www.linkedin.com/company/sylektis,SYLEKTIS,,,false
https://www.linkedin.com/company/visicom,VITICYM,,,false
https://www.linkedin.com/company/grupo-ikor,IKOR SPAIN,,,false
https://www.linkedin.com/company/leroy-somer,MOTEURS LEROY SOMER,,,false
https://www.linkedin.com/company/electricite-strasbourg,ES ENERGIES STRASBOURG,,,false
https://www.linkedin.com/company/basf,BASF,,,false
https://www.linkedin.com/company/apissys-sas,APISSYS,,,false
https://www.linkedin.com/company/eltrev-snc,ELTREV SNC,,,false
https://www.linkedin.com/company/celestica,Celestica Valencia,,,false
https://www.linkedin.com/company/bayer,BAYER,,,false
https://www.linkedin.com/company/bmw-group,BMW GROUP,,,false
https://www.linkedin.com/company/signal-ag,SYGNAL,,,false
https://www.linkedin.com/company/canrig-drilling-technology-ltd.,CANRIG DRILLING TECHNOLOGY,,,false
https://www.linkedin.com/company/specim-spectral-imaging-ltd-,"Specim,Spectral Imaging Oy",,,false
https://www.linkedin.com/company/collins-aerospace,COLLINS AEROSPACE,,,false
https://www.linkedin.com/company/sefpower,SEF POWER,,,false
https://www.linkedin.com/company/michel-itc,MICHEL ITC AG,,,false
https://www.linkedin.com/company/lacroix-electronics,LACROIX ELECTRONICS TUNISIA,,,false
https://www.linkedin.com/company/montabert,Montabert,,,false
https://www.linkedin.com/company/sogemi-engineering-s.r.l.,SO.GE.MI SRL,,,false
https://www.linkedin.com/company/gms-gmbh,GMS electronic Vertriebs GmbH,,,false
https://www.linkedin.com/company/gmi-aero,GMI AERO,,,false
https://www.linkedin.com/company/totalenergies,TOTALENERGIES SE,,,false
https://www.linkedin.com/company/vega-industries-inc,VEGA INDUSTRIE,,,false
https://www.linkedin.com/company/iveco-group,IVECO,,,false
https://www.linkedin.com/company/bombardier,Bombardier,,,false
https://www.linkedin.com/company/eaton,Souriau,,,false
https://www.linkedin.com/company/antolin,GRUPO ANTOLIN BESANCON,,,false
https://www.linkedin.com/company/leach-international-europe,LEACH,,,false
https://www.linkedin.com/company/bonsai-systems,BONSAI SYSTEMS GMBH,,,false
https://www.linkedin.com/company/ba-healthcare,BA HEALTHCARE,,,false
https://www.linkedin.com/company/idil-fibres-optiques,IDIL Fibre optique,,,false
https://www.linkedin.com/company/coesia-s-p-a-,COESIA S.P.A,,,false
https://www.linkedin.com/company/cobham-satcom,Cobham SATCOM Denmark,,,false
https://www.linkedin.com/company/eaton,MARTEK POWER F SAS EATON EMOBILITY,,,false
https://www.linkedin.com/company/trelleborggroup,TRELLEBORG,,,false
https://www.linkedin.com/company/texen,TEXEN,,,false
https://www.linkedin.com/company/tech-power-electronics-group,TECH POWER,,,false
https://www.linkedin.com/company/arkema,ARKEMA,,,false
https://www.linkedin.com/company/sela,S.E.L.A.,,,false
https://www.linkedin.com/company/ghv-vertriebs-gmbh,GHV Vertriebs- GmbH,,,false
https://www.linkedin.com/company/recipharm,RECIPHARM PARTICIPATIONS,,,false
https://www.linkedin.com/company/elmacom,ELMACOM,,,false
https://www.linkedin.com/company/elemaster-tecnologie-elettroniche,Elemaster NV,,,false
https://www.linkedin.com/company/sudelec-usson-en-forez-42550,SUDELEC,,,false
https://www.linkedin.com/company/nexter-systems,NEXTER SYSTEMS,,,false
https://www.linkedin.com/company/lapp-muller,LAPP MULLER CABLES,,,false
https://www.linkedin.com/company/soprema-entreprises,SOPREMA ENTREPRISES,,,false
https://www.linkedin.com/company/michelin,MICHELIN,,,false
https://www.linkedin.com/company/tesat,Tesat-Spacecom GmbH & Co. KG,,,false
https://www.linkedin.com/company/page-electronica,PAGE ELECTRONICA,,,false
https://www.linkedin.com/company/hutchinson,HUTCHINSON,,,false
https://www.linkedin.com/company/tca-spa,TCA PRODUCTION SRL,,,false
https://www.linkedin.com/company/promocab-industrie,PROMOCAB INDUSTRIE,,,false
https://www.linkedin.com/company/elbasecurity,ELBA,,,false
https://www.linkedin.com/company/mariella-labels-oy,MARICARE OY,,,false
https://www.linkedin.com/company/arcil_2,SYNERLINK S.A.,,,false
https://www.linkedin.com/company/creative-cables,CREATIVE CABLING,,,false
https://www.linkedin.com/company/delltechnologies,DELL TECHNOLOGIES,,,false
https://www.linkedin.com/company/eolane,EOLANE COMBREE,,,false
https://www.linkedin.com/company/serdi-france,SERDI,,,false
https://www.linkedin.com/company/cama-group,Cama S.P.A,,,false
https://www.linkedin.com/company/another-brain,AN OTHER BRAIN,,,false
https://www.linkedin.com/company/sew-usocome,SEW USOCOME,,,false
https://www.linkedin.com/company/valeo,VALEO,,,false
https://www.linkedin.com/company/alpeslasers,ALPES LASERS SA,,,false
https://www.linkedin.com/company/mildef-group,MILDEF,,,false
https://www.linkedin.com/company/minco.sas,MINCO SA,,,false
https://www.linkedin.com/company/volocopter,volocopter,,,false
https://www.linkedin.com/company/msb-ressources-globales,MSB INDUSTRIES,,,false
https://www.linkedin.com/company/visiativ,VISIATIV,,,false
https://www.linkedin.com/company/pattonair,PATTONAIR,,,false
